"Symbol","Description","Quantity","Price","Price Change $","Price Change %","Market Value"
"912796PC7","US TREASURY BILL18 U S T BILL DUE 04/26/18","5,000","$99.75733","N/A","N/A"
"Cash & Money Market","--","--","--","--","--","$1000000.00","$0.00","0%","--","--","--","--"
